Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
106,male,23,173.0,73.0,23.0,100.0,40.7
156,male,31,184.0,90.0,25.0,106.0,41.0
75,male,53,199.0,98.0,14.0,92.0,40.4
130,male,73,189.0,89.0,18.0,99.0,40.6
142,female,27,170.0,66.0,21.0,113.0,40.5
121,male,40,177.0,83.0,22.0,99.0,40.5
143,female,66,162.0,66.0,24.0,99.0,40.7
123,female,46,170.0,73.0,20.0,105.0,40.7
186,female,75,165.0,62.0,26.0,108.0,41.1
53,male,33,162.0,67.0,13.0,94.0,40.3
170,female,49,164.0,59.0,27.0,104.0,40.8
78,female,37,166.0,67.0,15.0,97.0,40.2
182,female,43,167.0,70.0,26.0,113.0,40.5
55,female,66,187.0,82.0,11.0,92.0,40.0
150,female,51,161.0,59.0,25.0,101.0,40.6
21,female,33,162.0,56.0,6.0,80.0,39.9
26,male,48,170.0,72.0,6.0,90.0,39.0
90,male,43,192.0,95.0,18.0,93.0,40.5
91,male,48,174.0,75.0,16.0,99.0,40.7
79,male,34,186.0,87.0,17.0,95.0,40.3
195,female,61,168.0,66.0,29.0,107.0,41.1
57,female,48,177.0,75.0,10.0,101.0,39.9
96,female,30,162.0,57.0,18.0,98.0,40.5
39,female,79,163.0,61.0,7.0,93.0,39.7
18,female,67,172.0,73.0,4.0,85.0,38.6
17,male,60,184.0,84.0,4.0,85.0,39.3
82,female,57,171.0,76.0,15.0,97.0,40.3
110,male,34,194.0,96.0,19.0,101.0,40.5
161,female,42,157.0,56.0,25.0,106.0,40.8
164,male,38,181.0,82.0,25.0,107.0,40.8
15,male,43,179.0,83.0,5.0,81.0,39.5
85,male,76,189.0,99.0,12.0,96.0,40.2
128,male,37,179.0,79.0,23.0,101.0,40.6
59,male,23,195.0,98.0,14.0,94.0,40.2
6,male,21,205.0,108.0,2.0,84.0,37.9
82,female,20,151.0,54.0,18.0,92.0,40.2
148,female,23,168.0,62.0,25.0,105.0,40.5
8,female,20,170.0,65.0,3.0,76.0,38.2
53,female,25,173.0,71.0,14.0,86.0,40.3
85,female,24,155.0,50.0,16.0,98.0,40.2
120,female,29,157.0,57.0,22.0,99.0,40.9
205,male,43,199.0,106.0,28.0,107.0,40.7
13,female,26,175.0,66.0,4.0,80.0,39.1
192,female,76,176.0,77.0,28.0,107.0,40.6
18,male,43,184.0,89.0,4.0,91.0,38.7
44,male,73,190.0,94.0,7.0,92.0,39.3
172,male,42,198.0,104.0,26.0,103.0,41.3
158,female,23,171.0,65.0,27.0,105.0,40.4
11,male,22,186.0,76.0,6.0,82.0,39.5
108,male,28,176.0,77.0,25.0,96.0,40.9
112,female,20,170.0,64.0,23.0,96.0,40.5
66,female,36,169.0,65.0,14.0,92.0,39.7
36,male,26,201.0,104.0,10.0,88.0,39.7
19,male,59,167.0,72.0,4.0,89.0,38.7
49,female,22,152.0,50.0,10.0,94.0,39.5
149,female,50,170.0,70.0,26.0,100.0,40.6
4,male,22,171.0,77.0,2.0,81.0,38.6
206,female,52,171.0,70.0,28.0,115.0,40.6
111,female,31,169.0,66.0,23.0,94.0,40.9
226,male,68,186.0,98.0,28.0,105.0,41.1
56,female,48,169.0,65.0,11.0,94.0,39.3
30,male,31,186.0,94.0,7.0,92.0,39.7
67,female,23,159.0,60.0,15.0,91.0,40.2
111,male,24,178.0,78.0,22.0,102.0,40.7
199,male,58,172.0,75.0,27.0,107.0,40.7
85,female,32,176.0,69.0,15.0,102.0,40.3
6,female,21,144.0,47.0,2.0,77.0,38.1
219,male,63,200.0,98.0,28.0,105.0,40.9
162,male,77,176.0,82.0,21.0,102.0,39.9
190,male,49,188.0,85.0,25.0,110.0,40.5
190,male,26,189.0,91.0,30.0,108.0,40.7
40,female,53,166.0,64.0,9.0,87.0,39.5
40,female,31,179.0,77.0,9.0,92.0,40.1
8,female,32,165.0,66.0,3.0,75.0,38.5
31,female,35,178.0,71.0,8.0,85.0,39.8
130,female,66,151.0,57.0,21.0,100.0,40.7
32,female,40,157.0,60.0,7.0,89.0,39.9
139,male,62,181.0,87.0,22.0,97.0,40.6
12,female,24,159.0,58.0,3.0,88.0,38.5
55,male,37,185.0,87.0,11.0,96.0,39.5
48,male,49,186.0,86.0,9.0,95.0,39.4
160,male,32,198.0,99.0,24.0,107.0,40.4
67,female,46,164.0,62.0,13.0,94.0,39.9
178,male,59,178.0,75.0,25.0,105.0,41.2
79,female,42,168.0,68.0,17.0,91.0,40.4
32,male,44,184.0,85.0,9.0,85.0,39.6
140,female,74,175.0,77.0,22.0,103.0,40.4
86,male,68,190.0,99.0,14.0,92.0,40.3
97,male,58,184.0,84.0,16.0,97.0,40.3
217,male,32,184.0,80.0,28.0,117.0,40.7
88,male,34,192.0,93.0,21.0,91.0,40.6
127,female,23,160.0,58.0,21.0,106.0,40.3
32,female,52,174.0,69.0,7.0,88.0,39.2
19,female,28,160.0,63.0,5.0,85.0,39.1
121,female,47,172.0,66.0,20.0,103.0,40.7
40,male,24,168.0,68.0,12.0,92.0,39.8
48,female,73,162.0,60.0,9.0,91.0,39.8
195,male,76,192.0,103.0,25.0,100.0,40.4
52,male,65,163.0,69.0,10.0,91.0,39.9
8,male,29,173.0,71.0,4.0,81.0,39.1
136,male,20,178.0,81.0,26.0,104.0,40.8
20,male,33,187.0,90.0,6.0,86.0,39.1
11,female,33,170.0,61.0,3.0,83.0,38.7
144,male,34,174.0,72.0,26.0,103.0,40.7
59,female,43,160.0,60.0,13.0,89.0,40.1
53,female,47,173.0,74.0,10.0,97.0,39.8
38,female,65,187.0,82.0,8.0,90.0,39.2
152,female,22,161.0,62.0,29.0,99.0,40.8
34,male,28,184.0,85.0,8.0,94.0,39.4
12,female,30,157.0,60.0,3.0,87.0,38.7
1,male,20,184.0,84.0,1.0,76.0,37.8
197,male,32,196.0,96.0,28.0,110.0,40.9
124,female,56,171.0,66.0,20.0,103.0,40.0
120,male,67,188.0,90.0,15.0,106.0,40.3
48,male,62,207.0,105.0,9.0,88.0,39.7
86,female,33,182.0,73.0,17.0,97.0,40.4
185,male,46,201.0,96.0,25.0,108.0,40.3
49,male,79,191.0,91.0,8.0,90.0,39.6
49,female,57,152.0,57.0,11.0,85.0,40.0
48,female,49,167.0,66.0,11.0,87.0,39.9
81,male,41,186.0,87.0,14.0,100.0,40.3
137,male,38,170.0,77.0,19.0,112.0,40.3
115,male,28,189.0,84.0,24.0,98.0,40.6
93,male,31,189.0,84.0,19.0,98.0,40.6
34,male,48,193.0,93.0,8.0,87.0,39.5
170,male,41,179.0,80.0,26.0,106.0,40.6
38,male,71,201.0,103.0,6.0,92.0,39.1
139,female,30,161.0,64.0,26.0,99.0,40.7
86,female,30,167.0,67.0,18.0,94.0,40.5
174,female,29,163.0,59.0,26.0,111.0,40.9
14,male,34,184.0,88.0,5.0,82.0,39.1
197,male,42,167.0,76.0,29.0,108.0,40.6
107,female,51,169.0,68.0,17.0,105.0,40.4
106,male,35,187.0,92.0,19.0,100.0,40.5
11,female,28,172.0,68.0,3.0,85.0,38.6
25,female,33,187.0,80.0,6.0,90.0,39.0
120,female,22,160.0,56.0,23.0,98.0,40.5
151,male,64,172.0,73.0,22.0,102.0,40.5
91,female,57,157.0,57.0,18.0,91.0,40.1
95,female,42,157.0,56.0,18.0,95.0,40.5
119,male,24,188.0,91.0,23.0,101.0,40.8
10,male,49,169.0,80.0,3.0,82.0,38.4
96,male,32,184.0,81.0,19.0,99.0,40.2
92,male,78,176.0,80.0,13.0,98.0,40.1
159,female,53,166.0,63.0,24.0,107.0,40.7
169,male,68,195.0,98.0,21.0,105.0,40.4
93,male,47,200.0,108.0,15.0,98.0,40.2
83,female,51,154.0,56.0,15.0,96.0,40.6
116,female,64,158.0,59.0,22.0,92.0,40.6
75,male,51,198.0,94.0,17.0,87.0,40.1
137,female,23,153.0,55.0,26.0,98.0,40.8
79,female,42,148.0,48.0,15.0,94.0,40.5
23,male,23,180.0,75.0,8.0,88.0,39.4
19,male,70,191.0,98.0,4.0,83.0,39.1
52,male,53,189.0,94.0,11.0,88.0,40.0
76,male,28,184.0,84.0,16.0,98.0,40.1
47,female,48,182.0,80.0,10.0,92.0,40.0
124,female,43,158.0,61.0,22.0,99.0,40.6
28,female,21,178.0,71.0,7.0,89.0,39.8
127,male,26,194.0,92.0,22.0,104.0,40.6
101,female,53,170.0,67.0,19.0,95.0,40.0
150,female,32,171.0,68.0,26.0,103.0,40.9
34,male,24,212.0,105.0,9.0,90.0,39.8
56,male,30,194.0,94.0,13.0,93.0,40.2
158,female,31,174.0,69.0,27.0,104.0,41.1
129,male,21,182.0,87.0,22.0,107.0,40.6
44,male,35,186.0,86.0,10.0,93.0,39.8
66,male,56,201.0,105.0,11.0,94.0,39.7
181,female,34,153.0,51.0,28.0,107.0,40.8
79,female,29,153.0,58.0,14.0,101.0,40.1
145,female,23,147.0,51.0,21.0,113.0,40.5
180,female,22,158.0,62.0,28.0,110.0,40.7
81,male,42,183.0,82.0,15.0,98.0,40.4
75,female,40,178.0,73.0,15.0,95.0,40.5
4,male,28,179.0,83.0,2.0,79.0,38.1
110,male,49,198.0,102.0,17.0,100.0,40.5
35,male,28,180.0,79.0,9.0,93.0,39.6
23,male,56,196.0,94.0,5.0,86.0,39.0
175,female,41,167.0,61.0,29.0,103.0,41.2
137,male,38,198.0,96.0,27.0,95.0,40.6
166,female,21,140.0,48.0,27.0,106.0,40.6
136,male,73,183.0,90.0,21.0,94.0,40.5
156,male,48,183.0,91.0,24.0,102.0,40.4
37,female,53,172.0,71.0,8.0,89.0,39.7
97,male,43,178.0,82.0,16.0,102.0,40.0
77,male,20,172.0,71.0,18.0,99.0,40.3
156,male,22,184.0,85.0,28.0,105.0,40.6
58,male,50,191.0,95.0,11.0,93.0,40.1
53,male,46,184.0,89.0,10.0,95.0,39.9
108,female,40,165.0,62.0,19.0,100.0,40.5
56,female,71,163.0,65.0,11.0,90.0,40.0
103,male,20,172.0,76.0,19.0,106.0,40.3
164,male,68,196.0,98.0,22.0,101.0,40.1
73,male,50,172.0,73.0,13.0,98.0,40.1
3,male,24,166.0,71.0,2.0,78.0,38.2
80,female,25,159.0,57.0,15.0,99.0,40.2
88,male,34,196.0,103.0,17.0,96.0,40.4
74,female,42,170.0,75.0,14.0,98.0,40.3
94,female,29,140.0,40.0,16.0,101.0,40.0
20,male,40,167.0,66.0,6.0,87.0,39.1
41,female,77,176.0,76.0,9.0,85.0,39.3
112,male,46,177.0,83.0,20.0,98.0,41.0
69,female,78,168.0,71.0,12.0,96.0,39.7
130,male,35,186.0,92.0,24.0,99.0,40.9
100,male,21,199.0,100.0,21.0,98.0,40.6
169,female,45,156.0,57.0,27.0,104.0,40.6
183,female,56,172.0,65.0,27.0,108.0,41.0
211,female,74,160.0,66.0,29.0,110.0,40.8
23,male,46,180.0,83.0,6.0,86.0,39.6
58,male,21,196.0,92.0,14.0,95.0,40.0
5,male,26,180.0,75.0,4.0,77.0,39.2
62,male,63,176.0,79.0,12.0,90.0,39.8
14,female,34,156.0,51.0,3.0,90.0,38.7
196,male,68,205.0,106.0,23.0,107.0,40.5
82,male,56,182.0,87.0,16.0,91.0,39.9
163,male,21,173.0,78.0,28.0,108.0,40.7
108,male,20,173.0,73.0,25.0,99.0,40.7
87,female,35,161.0,62.0,15.0,102.0,40.3
91,male,25,194.0,97.0,18.0,99.0,40.4
186,female,62,148.0,44.0,26.0,108.0,40.8
34,female,63,173.0,66.0,8.0,83.0,39.4
61,female,46,154.0,57.0,11.0,97.0,40.2
113,male,46,175.0,80.0,21.0,97.0,40.5
11,male,24,187.0,87.0,5.0,82.0,39.2
42,male,43,178.0,83.0,13.0,83.0,40.3
7,female,27,157.0,59.0,2.0,81.0,38.3
86,male,65,172.0,80.0,14.0,96.0,39.9
35,female,63,150.0,50.0,7.0,88.0,39.4
146,male,59,199.0,104.0,20.0,102.0,40.5
38,female,34,151.0,51.0,7.0,97.0,39.2
179,female,57,172.0,70.0,28.0,105.0,41.2
30,male,28,192.0,94.0,10.0,85.0,39.7
71,male,31,202.0,98.0,14.0,97.0,40.3
65,female,30,166.0,66.0,16.0,87.0,40.2
5,male,38,176.0,77.0,2.0,80.0,38.6
190,female,54,169.0,71.0,29.0,107.0,40.5
36,male,54,195.0,100.0,9.0,82.0,39.6
64,male,31,193.0,97.0,15.0,92.0,40.5
240,male,73,167.0,69.0,29.0,109.0,40.8
212,female,75,156.0,57.0,27.0,114.0,41.0
108,male,39,164.0,73.0,22.0,97.0,40.5
15,male,26,193.0,87.0,5.0,87.0,39.2
153,female,28,157.0,59.0,23.0,111.0,41.0
53,male,58,191.0,91.0,10.0,91.0,39.6
142,male,79,202.0,108.0,18.0,99.0,41.0
74,female,26,167.0,58.0,15.0,95.0,40.2
150,female,53,159.0,57.0,23.0,105.0,40.7
85,female,33,159.0,53.0,17.0,94.0,40.0
15,male,60,181.0,92.0,3.0,88.0,38.8
19,male,53,182.0,81.0,5.0,84.0,39.3
9,male,26,185.0,85.0,3.0,86.0,39.1
10,male,23,179.0,83.0,3.0,91.0,38.6
6,female,31,170.0,64.0,2.0,77.0,38.1
135,male,20,175.0,78.0,24.0,107.0,40.5
201,male,32,168.0,73.0,30.0,111.0,40.7
232,male,61,197.0,104.0,28.0,108.0,41.1
52,male,27,187.0,92.0,13.0,92.0,40.0
23,female,42,182.0,84.0,6.0,86.0,39.3
92,female,22,158.0,56.0,18.0,97.0,40.4
99,female,71,165.0,67.0,19.0,91.0,40.3
41,female,28,168.0,62.0,10.0,87.0,39.4
192,male,38,177.0,77.0,26.0,113.0,41.1
7,female,43,173.0,69.0,2.0,79.0,38.2
116,male,21,187.0,84.0,27.0,97.0,40.8
120,male,38,182.0,77.0,21.0,102.0,40.5
9,male,46,180.0,83.0,2.0,90.0,38.0
12,male,49,193.0,97.0,3.0,84.0,38.5
14,male,33,181.0,82.0,4.0,89.0,38.6
35,female,61,171.0,66.0,8.0,85.0,39.5
162,male,35,191.0,90.0,24.0,108.0,40.3
212,male,32,202.0,99.0,27.0,115.0,40.5
101,female,38,156.0,56.0,20.0,94.0,40.8
145,male,58,190.0,87.0,23.0,98.0,40.9
8,female,46,168.0,64.0,2.0,85.0,37.7
49,female,25,171.0,70.0,11.0,92.0,40.0
42,female,23,158.0,54.0,9.0,92.0,39.4
82,female,24,167.0,68.0,18.0,93.0,40.6
12,female,38,170.0,65.0,3.0,85.0,39.1
93,female,29,147.0,48.0,17.0,98.0,40.6
39,female,79,163.0,63.0,8.0,86.0,39.9
155,female,37,171.0,66.0,25.0,106.0,40.7
90,female,22,156.0,58.0,16.0,102.0,40.4
69,male,20,182.0,82.0,20.0,92.0,40.2
133,female,57,167.0,68.0,18.0,114.0,40.4
67,male,58,198.0,96.0,12.0,92.0,39.7
23,female,32,144.0,49.0,5.0,90.0,39.0
6,female,32,174.0,69.0,2.0,77.0,38.2
194,female,42,157.0,55.0,27.0,113.0,40.9
8,female,50,151.0,51.0,2.0,79.0,38.4
58,female,44,172.0,75.0,12.0,93.0,40.0
120,male,27,174.0,75.0,21.0,106.0,40.6
57,female,38,178.0,70.0,13.0,89.0,40.2
89,female,23,173.0,68.0,18.0,97.0,40.1
91,female,31,156.0,58.0,16.0,101.0,40.1
143,female,52,148.0,55.0,22.0,105.0,40.5
156,male,46,181.0,82.0,24.0,104.0,41.0
24,female,56,160.0,60.0,5.0,89.0,39.0
19,female,39,177.0,74.0,6.0,78.0,39.1
242,male,66,188.0,98.0,26.0,114.0,40.7
135,female,62,171.0,78.0,22.0,103.0,40.5
14,female,63,158.0,61.0,3.0,87.0,38.5
190,female,77,151.0,52.0,28.0,103.0,40.6
111,female,54,184.0,79.0,23.0,92.0,40.9
47,female,43,146.0,51.0,9.0,94.0,39.2
173,male,30,177.0,82.0,28.0,107.0,40.7
150,male,74,184.0,87.0,20.0,101.0,40.5
30,female,25,164.0,62.0,8.0,85.0,39.5
122,male,43,190.0,98.0,17.0,107.0,40.2
216,male,40,181.0,91.0,29.0,111.0,41.0
208,female,61,166.0,69.0,28.0,114.0,40.9
13,female,56,168.0,66.0,3.0,85.0,38.7
39,female,67,172.0,72.0,8.0,89.0,39.3
59,female,72,151.0,60.0,11.0,92.0,40.1
151,male,32,193.0,96.0,21.0,111.0,40.8
2,male,51,177.0,76.0,1.0,76.0,37.8
86,female,67,166.0,64.0,17.0,90.0,40.3
113,male,65,158.0,63.0,19.0,97.0,40.3
170,male,35,194.0,91.0,23.0,112.0,41.0
27,male,32,187.0,90.0,7.0,90.0,39.4
6,male,57,184.0,78.0,3.0,71.0,39.0
144,female,50,158.0,59.0,24.0,101.0,40.7
34,female,24,174.0,72.0,8.0,91.0,39.8
63,female,55,167.0,66.0,14.0,87.0,40.0
79,male,23,194.0,97.0,15.0,101.0,40.0
62,male,79,172.0,75.0,11.0,89.0,40.1
57,male,35,174.0,76.0,12.0,97.0,40.2
11,female,31,171.0,71.0,3.0,83.0,38.4
161,male,35,182.0,89.0,24.0,108.0,40.8
38,female,70,156.0,62.0,8.0,87.0,39.4
24,male,65,198.0,96.0,5.0,85.0,39.1
131,female,58,160.0,56.0,22.0,99.0,40.6
201,male,22,173.0,79.0,29.0,115.0,40.7
104,female,24,173.0,68.0,20.0,99.0,40.2
175,female,49,158.0,61.0,27.0,106.0,41.0
60,female,26,171.0,65.0,11.0,101.0,40.0
8,male,21,187.0,92.0,4.0,81.0,38.5
207,male,23,191.0,86.0,29.0,115.0,40.9
74,female,39,159.0,62.0,15.0,93.0,40.0
103,male,33,170.0,76.0,20.0,100.0,40.4
10,female,28,160.0,57.0,3.0,81.0,38.8
67,female,70,164.0,63.0,12.0,94.0,40.4
25,male,38,182.0,85.0,8.0,84.0,39.8
54,male,27,192.0,90.0,16.0,88.0,39.8
73,male,53,179.0,84.0,14.0,93.0,40.0
93,female,38,174.0,73.0,17.0,100.0,40.3
26,female,54,169.0,66.0,6.0,85.0,39.4
75,male,32,173.0,77.0,16.0,97.0,40.0
125,male,28,182.0,76.0,21.0,107.0,40.6
147,female,27,175.0,69.0,25.0,105.0,40.8
17,female,54,185.0,82.0,4.0,86.0,39.1
101,female,56,165.0,70.0,18.0,98.0,40.4
66,male,26,187.0,91.0,15.0,95.0,40.1
44,male,25,198.0,97.0,11.0,92.0,39.9
116,male,45,177.0,81.0,19.0,102.0,40.4
16,female,21,166.0,63.0,5.0,81.0,39.3
11,female,21,176.0,64.0,4.0,75.0,38.9
49,female,36,158.0,58.0,11.0,89.0,39.8
78,male,78,193.0,96.0,15.0,83.0,40.5
18,male,49,176.0,76.0,5.0,84.0,39.2
5,male,60,207.0,114.0,1.0,87.0,37.7
93,male,32,170.0,73.0,19.0,99.0,40.5
12,male,73,187.0,96.0,2.0,91.0,38.0
12,female,22,167.0,61.0,3.0,88.0,38.3
35,male,76,177.0,84.0,7.0,84.0,39.1
39,female,50,165.0,66.0,7.0,98.0,39.6
42,female,20,148.0,52.0,9.0,93.0,39.7
12,female,43,169.0,66.0,4.0,76.0,39.1
76,female,45,158.0,60.0,15.0,93.0,40.1
139,male,23,180.0,73.0,26.0,105.0,41.1
159,female,23,148.0,52.0,25.0,108.0,41.1
101,female,25,162.0,62.0,19.0,99.0,40.6
2,male,22,198.0,97.0,1.0,79.0,37.5
166,female,58,175.0,71.0,26.0,105.0,40.8
6,male,27,189.0,87.0,3.0,79.0,38.7
52,male,60,187.0,87.0,13.0,82.0,40.2
157,female,37,170.0,71.0,26.0,105.0,40.9
140,female,24,175.0,67.0,24.0,105.0,40.6
103,female,75,171.0,68.0,16.0,102.0,40.3
241,male,52,183.0,84.0,30.0,112.0,41.0
36,female,49,166.0,66.0,10.0,80.0,40.0
12,female,31,157.0,56.0,3.0,84.0,39.1
91,male,23,196.0,88.0,16.0,105.0,40.2
66,male,27,179.0,84.0,15.0,96.0,40.2
62,female,42,164.0,61.0,14.0,88.0,40.2
114,male,36,174.0,75.0,23.0,98.0,40.5
12,male,29,188.0,86.0,4.0,85.0,39.1
180,female,57,167.0,65.0,27.0,107.0,41.1
17,male,64,175.0,83.0,4.0,83.0,38.9
74,male,63,179.0,82.0,16.0,86.0,40.2
185,female,57,161.0,61.0,27.0,108.0,40.8
125,male,70,190.0,99.0,18.0,97.0,40.5
9,female,53,155.0,53.0,2.0,85.0,38.0
91,female,50,158.0,58.0,17.0,95.0,40.1
39,female,68,147.0,48.0,8.0,86.0,39.5
165,male,64,169.0,79.0,27.0,96.0,40.5
96,male,31,182.0,87.0,22.0,94.0,40.5
34,female,33,171.0,74.0,7.0,95.0,39.4
136,female,76,154.0,56.0,22.0,98.0,40.6
36,female,25,183.0,77.0,7.0,100.0,39.3
43,female,55,155.0,55.0,9.0,88.0,40.0
71,male,27,189.0,93.0,16.0,95.0,40.3
40,female,42,165.0,63.0,8.0,94.0,39.5
163,female,54,159.0,54.0,24.0,107.0,40.6
188,female,68,164.0,63.0,26.0,110.0,41.3
14,female,33,155.0,55.0,4.0,80.0,38.7
9,male,27,197.0,92.0,3.0,85.0,38.6
47,male,20,184.0,78.0,18.0,87.0,40.1
146,female,28,163.0,58.0,27.0,99.0,41.1
189,male,54,195.0,100.0,25.0,106.0,40.7
68,male,42,196.0,93.0,14.0,93.0,40.0
52,male,43,174.0,78.0,11.0,94.0,39.8
58,female,48,165.0,65.0,14.0,85.0,40.0
20,male,52,171.0,78.0,5.0,86.0,39.2
71,female,65,165.0,61.0,12.0,98.0,40.0
60,female,31,160.0,60.0,12.0,95.0,40.2
24,male,40,177.0,81.0,8.0,83.0,39.6
105,male,62,178.0,85.0,16.0,99.0,40.6
23,male,29,186.0,91.0,8.0,84.0,39.6
196,female,50,159.0,59.0,30.0,106.0,41.1
70,male,73,190.0,95.0,10.0,97.0,39.4
19,male,37,195.0,99.0,6.0,82.0,39.1
72,female,60,162.0,63.0,12.0,100.0,39.9
31,male,25,184.0,82.0,10.0,88.0,39.9
70,female,34,135.0,41.0,14.0,92.0,40.2
114,male,29,190.0,84.0,21.0,102.0,40.4
5,female,20,166.0,64.0,2.0,74.0,38.2
162,male,35,175.0,80.0,26.0,106.0,40.7
102,male,35,186.0,83.0,19.0,100.0,40.6
30,male,45,166.0,74.0,7.0,91.0,39.4
166,female,46,168.0,65.0,26.0,106.0,41.0
18,male,50,187.0,81.0,5.0,83.0,39.2
40,female,78,150.0,54.0,8.0,87.0,39.6
14,female,40,174.0,75.0,3.0,92.0,38.7
135,female,66,174.0,74.0,23.0,99.0,40.8
144,female,61,158.0,60.0,23.0,102.0,40.5
75,female,48,159.0,63.0,17.0,87.0,40.0
35,female,20,176.0,69.0,10.0,84.0,40.2
12,female,50,170.0,68.0,3.0,84.0,38.4
109,female,64,154.0,61.0,20.0,94.0,41.0
22,male,48,199.0,110.0,6.0,81.0,39.4
137,male,29,187.0,91.0,24.0,103.0,40.6
90,female,47,162.0,58.0,17.0,95.0,40.4
77,female,20,166.0,60.0,15.0,98.0,40.3
143,male,32,180.0,86.0,23.0,106.0,40.6
82,female,59,182.0,84.0,17.0,92.0,40.3
111,female,20,172.0,60.0,20.0,102.0,40.7
133,male,64,209.0,112.0,18.0,100.0,40.4
13,male,31,191.0,98.0,4.0,85.0,38.7
31,female,30,171.0,68.0,7.0,91.0,39.6
121,female,72,166.0,66.0,19.0,102.0,40.2
41,female,45,159.0,62.0,8.0,94.0,39.6
100,male,29,169.0,72.0,20.0,101.0,40.0
122,female,37,170.0,64.0,20.0,105.0,40.3
50,female,24,167.0,66.0,12.0,89.0,40.0
49,female,38,169.0,64.0,9.0,99.0,39.5
214,male,57,175.0,76.0,28.0,109.0,40.6
176,female,50,153.0,56.0,26.0,108.0,40.7
150,female,40,177.0,74.0,29.0,97.0,41.0
145,female,24,171.0,72.0,27.0,101.0,41.0
71,male,47,192.0,93.0,13.0,95.0,40.3
74,male,50,185.0,83.0,13.0,97.0,40.3
183,female,46,151.0,52.0,25.0,113.0,40.5
15,male,38,185.0,91.0,5.0,82.0,39.2
123,male,30,189.0,95.0,21.0,103.0,40.8
110,female,42,162.0,66.0,21.0,96.0,40.4
117,female,56,167.0,70.0,19.0,103.0,40.7
164,female,39,155.0,54.0,26.0,105.0,41.1
67,male,64,195.0,99.0,13.0,87.0,40.3
8,male,35,178.0,79.0,3.0,82.0,38.7
73,male,73,200.0,106.0,12.0,89.0,40.0
15,male,26,180.0,88.0,4.0,91.0,38.8
65,female,40,154.0,59.0,14.0,90.0,40.3
37,female,63,171.0,73.0,8.0,88.0,40.2
121,male,40,169.0,70.0,22.0,101.0,40.5
71,female,33,151.0,51.0,16.0,88.0,40.3
117,female,64,175.0,67.0,19.0,101.0,40.6
23,female,21,179.0,72.0,7.0,82.0,39.4
166,male,41,183.0,85.0,29.0,100.0,41.0
95,male,58,191.0,99.0,16.0,94.0,40.2
3,female,21,171.0,62.0,1.0,76.0,37.7
143,male,28,187.0,88.0,22.0,109.0,40.4
4,female,28,173.0,71.0,1.0,83.0,37.7
205,male,44,177.0,83.0,28.0,110.0,41.2
76,female,20,170.0,67.0,17.0,93.0,40.3
41,male,59,177.0,81.0,9.0,87.0,39.6
78,male,22,189.0,86.0,14.0,105.0,40.0
5,male,35,194.0,95.0,2.0,79.0,38.6
23,male,24,177.0,81.0,9.0,85.0,39.8
232,male,60,199.0,107.0,26.0,112.0,40.6
100,male,55,192.0,91.0,16.0,98.0,40.3
84,female,39,179.0,74.0,16.0,98.0,40.4
48,male,45,196.0,94.0,10.0,91.0,39.9
142,male,59,178.0,86.0,22.0,99.0,40.3
8,female,38,166.0,63.0,2.0,85.0,38.3
7,male,20,182.0,80.0,3.0,85.0,39.0
149,male,37,183.0,88.0,24.0,104.0,40.4
106,female,37,170.0,71.0,21.0,96.0,40.5
62,male,38,194.0,101.0,14.0,90.0,39.8
89,female,33,153.0,52.0,18.0,93.0,40.1
179,female,60,151.0,58.0,27.0,105.0,40.9
39,female,62,182.0,76.0,10.0,82.0,39.6
207,male,64,183.0,89.0,26.0,107.0,40.9
7,male,26,188.0,81.0,3.0,82.0,38.5
65,male,62,190.0,95.0,11.0,93.0,40.1
25,female,56,159.0,60.0,5.0,91.0,38.7
73,female,53,164.0,65.0,13.0,98.0,40.3
108,male,25,205.0,110.0,22.0,96.0,40.8
185,male,60,166.0,69.0,28.0,102.0,40.7
108,male,25,204.0,107.0,21.0,98.0,40.2
115,female,37,174.0,75.0,19.0,106.0,40.4
30,female,22,174.0,67.0,6.0,98.0,39.3
190,female,46,159.0,59.0,28.0,109.0,41.0
59,male,24,186.0,90.0,13.0,97.0,39.7
46,female,31,177.0,72.0,10.0,93.0,39.4
185,male,31,198.0,99.0,28.0,107.0,40.9
17,male,21,160.0,68.0,6.0,90.0,39.4
197,male,44,171.0,80.0,26.0,112.0,40.8
78,female,32,162.0,65.0,16.0,94.0,40.1
84,female,20,156.0,51.0,20.0,88.0,40.5
12,female,31,133.0,45.0,3.0,84.0,38.0
128,female,26,173.0,68.0,25.0,98.0,40.6
115,female,22,152.0,55.0,22.0,98.0,40.5
17,male,30,178.0,84.0,8.0,80.0,39.5
154,female,60,170.0,68.0,25.0,102.0,41.3
104,male,24,188.0,90.0,19.0,103.0,40.3
87,male,73,169.0,72.0,15.0,92.0,40.2
206,male,34,192.0,99.0,27.0,113.0,40.7
43,female,34,162.0,62.0,8.0,98.0,39.7
63,female,58,164.0,62.0,12.0,93.0,39.7
137,male,35,178.0,82.0,23.0,104.0,40.6
31,female,20,161.0,55.0,8.0,86.0,39.5
22,female,39,155.0,56.0,6.0,81.0,39.1
40,female,23,148.0,48.0,13.0,77.0,40.2
122,female,75,171.0,68.0,22.0,94.0,40.8
102,female,27,163.0,67.0,22.0,93.0,40.3
198,male,79,200.0,108.0,26.0,97.0,40.9
178,female,27,166.0,66.0,28.0,109.0,40.7
